trace,len,percentage,Variant_Name,len_trace
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",DELETE)",1,0.001,Variant_523,6
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_524,16
"(NEW,""CHANGE DIAGN"",""CODE OK"",FIN,RELEASE,""CODE OK"",REOPEN,""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_525,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_526,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_527,17
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_528,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_529,15
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,""CODE NOK"",""CODE OK"")",1,0.001,Variant_530,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_531,12
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_532,16
"(NEW,MANUAL,FIN,RELEASE,MANUAL,FIN,RELEASE,MANUAL,""CODE NOK"",BILLED)",1,0.001,Variant_533,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_534,13
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_535,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,DELETE)",1,0.001,Variant_536,8
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT)",1,0.001,Variant_537,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_538,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"")",1,0.001,Variant_760,3
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,MANUAL,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_539,14
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"")",1,0.001,Variant_540,8
"(NEW,NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,REJECT,REJECT,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",1,0.001,Variant_541,21
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",DELETE)",1,0.001,Variant_542,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE OK"",MANUAL,MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_543,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_544,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REOPEN,DELETE)",1,0.001,Variant_545,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_546,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_547,12
"(NEW,FIN,REOPEN,""CHANGE DIAGN"",DELETE)",1,0.001,Variant_548,5
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_549,14
"(NEW,FIN,RELEASE,""CODE NOK"",FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,RELEASE,DELETE)",1,0.001,Variant_550,15
"(NEW,MANUAL,FIN,RELEASE,BILLED)",1,0.001,Variant_551,5
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_552,23
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,DELETE)",1,0.001,Variant_553,6
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_554,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_555,21
"(NEW,FIN,RELEASE,""CODE OK"",""CODE NOK"",""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_556,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,""CODE NOK"",""CODE NOK"",""CODE OK"")",1,0.001,Variant_557,9
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_558,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_559,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,DELETE)",1,0.001,Variant_560,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_561,20
"(NEW,FIN,RELEASE,""CODE ERROR"",""CODE OK"",""CODE NOK"",""CODE OK"",""CODE OK"",BILLED)",1,0.001,Variant_562,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_563,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_564,12
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_565,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"",RELEASE,""SET STATUS"")",1,0.001,Variant_566,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""SET STATUS"")",1,0.001,Variant_567,9
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""CODE OK"")",1,0.001,Variant_568,9
"(NEW,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_569,18
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_570,21
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,DELETE)",1,0.001,Variant_571,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_572,17
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_573,19
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_574,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_575,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_576,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_577,17
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",""CODE OK"",BILLED,BILLED)",1,0.001,Variant_578,15
"(NEW,FIN,RELEASE,""CHANGE END"",FIN,RELEASE,""CHANGE END"",FIN,RELEASE,""CHANGE END"",FIN,RELEASE,BILLED)",1,0.001,Variant_579,13
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_580,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_581,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,""SET STATUS"",RELEASE,""SET STATUS"",REOPEN,FIN,RELEASE,""SET STATUS"",""SET STATUS"")",1,0.001,Variant_582,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_583,12
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_584,23
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_585,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_586,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CHANGE END"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_587,11
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,REOPEN,DELETE)",1,0.001,Variant_588,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_589,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_590,19
"(NEW,""CHANGE DIAGN"",""SET STATUS"",""SET STATUS"",FIN,""SET STATUS"")",1,0.001,Variant_591,6
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_592,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_593,16
"(NEW,FIN,RELEASE,MANUAL,BILLED,MANUAL,BILLED)",1,0.001,Variant_594,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_595,17
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""SET STATUS"")",1,0.001,Variant_596,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_597,14
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_598,16
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_599,18
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,""CODE NOK"",MANUAL,""CODE NOK"",MANUAL,MANUAL,""CODE OK"")",1,0.001,Variant_600,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_601,17
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,MANUAL)",1,0.001,Variant_602,13
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"")",1,0.001,Variant_603,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_604,27
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_605,20
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_606,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,MANUAL)",1,0.001,Variant_607,13
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_608,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_609,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_610,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_611,14
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"",RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_612,14
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_613,13
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_614,11
"(NEW,""CHANGE DIAGN"",FIN,""CODE NOK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_615,7
"(NEW,FIN,RELEASE,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_616,10
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",1,0.001,Variant_617,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_618,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_619,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_620,19
"(NEW,FIN,RELEASE,MANUAL,BILLED,MANUAL,MANUAL)",1,0.001,Variant_621,7
"(NEW,""CHANGE DIAGN"",""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_622,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,""SET STATUS"",""SET STATUS"",RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_623,12
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_624,11
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,BILLED,MANUAL,MANUAL)",1,0.001,Variant_625,9
"(NEW,FIN,RELEASE,BILLED,STORNO,""SET STATUS"")",1,0.001,Variant_626,6
"(NEW,FIN,RELEASE,MANUAL,""CODE NOK"",BILLED)",1,0.001,Variant_627,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_628,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_629,14
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"",RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_630,10
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_631,13
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED)",1,0.001,Variant_632,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_633,18
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REOPEN,DELETE)",1,0.001,Variant_634,11
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_635,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,""CODE OK"",RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_636,16
"(NEW,FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",EMPTY)",1,0.001,Variant_637,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_638,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_639,21
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,BILLED)",1,0.001,Variant_640,10
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,""SET STATUS"",""SET STATUS"",REOPEN,FIN,""SET STATUS"")",1,0.001,Variant_641,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CODE OK"",FIN,RELEASE,BILLED)",1,0.001,Variant_642,17
"(NEW,""CHANGE DIAGN"",""SET STATUS"",""SET STATUS"",RELEASE,REOPEN,FIN,""SET STATUS"")",1,0.001,Variant_643,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_644,19
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"")",1,0.001,Variant_645,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_646,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO)",1,0.001,Variant_647,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_648,22
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_649,15
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_650,16
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_651,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_652,15
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_653,14
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_654,16
"(NEW,FIN,RELEASE,FIN,RELEASE,MANUAL,BILLED)",1,0.001,Variant_655,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_656,19
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_657,22
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",1,0.001,Variant_658,15
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_659,10
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE NOK"",""SET STATUS"",""SET STATUS"")",1,0.001,Variant_660,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_661,16
